,Position_two_wks,Track Name,Artist_two_wks,Streams_two_wks,URL_two_wks,Position_one_wk,Artist_one_wk,Streams_one_wk,URL_one_wk
187,,Trigger,,,,50,Major Lazer,10005477,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif
188,,Orphans,,,,52,Coldplay,9468798,https://open.spotify.com/track/6muOWhMh7Tf0UFUtMDBhUR
189,,Jesus Is Lord,,,,56,Kanye West,9345667,https://open.spotify.com/track/7sBgFMWqDWQgrsNSpIBoe8
190,,Aventura,,,,111,Lunay,6381702,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
191,,Alocao (With Bad Gyal),,,,132,Omar Montes,5743134,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
192,,ROXANNE,,,,138,Arizona Zervas,5686852,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo
193,,MAMACITA,,,,157,Tyga,5120047,https://open.spotify.com/track/51wFQM8W0YfXTmHusXUr5i
194,,Playing Games (with Bryson Tiller) - Extended Version,,,,172,Summer Walker,4912136,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA
195,,Doch in der Nacht,,,,180,Apache 207,4842757,https://open.spotify.com/track/3uhTOxvu2h2YEm0uPNF2vi
196,,Cuerpo en Venta,,,,185,Noriel,4772708,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
197,,July,,,,192,Noah Cyrus,4683980,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
198,,Back To You - From 13 Reasons Why – Season 2 Soundtrack,,,,193,Selena Gomez,4679222,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
199,,Highway to Hell,,,,194,AC/DC,4660169,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s
187,,Lose You To Love Me,,,,16,Selena Gomez,16252477,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
188,,Make It Right (feat. Lauv),,,,40,BTS,10119927,https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH
189,,Harleys In Hawaii,,,,47,Katy Perry,9504515,https://open.spotify.com/track/5nCthAh3jt4xKuLJAifAaR
190,,Wieso tust Du dir das an?,,,,52,Apache 207,9013009,https://open.spotify.com/track/4zj2FEHN6Hw6a5vqN70PvL
191,,Lose Control,,,,94,MEDUZA,6675886,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
192,,Hate Me (with Juice WRLD),,,,95,Ellie Goulding,6659485,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
193,,Keine Liebe,,,,108,RIN,6134821,https://open.spotify.com/track/41wZE5FpxbPaZqXtlmBhPG
194,,Que Tire Pa Lante,,,,111,Daddy Yankee,6085793,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
195,,Be Honest,,,,124,Jorja Smith,5647121,https://open.spotify.com/track/3IWs9dAwTqN0EFhOIcBDfs
196,,DHL,,,,129,Frank Ocean,5531463,https://open.spotify.com/track/2INhKpUdzh7v0j041gZNsz
197,,I Wanna Rock (feat. Gunna),,,,132,G-Eazy,5463248,https://open.spotify.com/track/5bzaS5tAni5oUpW7bWVdtY
198,,Murder On My Mind,,,,179,YNW Melly,4591688,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
199,,Somebody,,,,183,Internet Money,4539947,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
200,,Surtada - Remix Brega Funk,,,,196,Dadá Boladão,4354855,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
189,,Lights Up,,,,5,Harry Styles,26362706,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
190,,Quizas,,,,52,Rich Music LTD,8424275,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
191,,Easy,,,,83,Camila Cabello,6977358,https://open.spotify.com/track/46D0hYb1B7qiU33VtXt21W
192,,Wir sind Kral,,,,151,Ufo361,5060101,https://open.spotify.com/track/44Fc0oSgRn1MFwu18TcY8S
193,,Oye,,,,153,TINI,4962873,https://open.spotify.com/track/09nSCeCs6eYfAIJVfye1CE
194,,Make No Sense,,,,167,YoungBoy Never Broke Again,4736414,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
195,,Bellaquita,,,,183,Dalex,4542309,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
196,,RITMO (Bad Boys For Life),,,,186,The Black Eyed Peas,4498442,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
197,,What Am I,,,,188,Why Don't We,4489230,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G
198,,Havana (feat. Young Thug),,,,196,Camila Cabello,4372874,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
199,,In My Mind,,,,197,Dynoro,4354652,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
200,,The Less I Know The Better,,,,198,Tame Impala,4336500,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
201,,Puta Madre,,,,199,RAF Camora,4311097,https://open.spotify.com/track/6cHxkkZ3TZUKsjd13pIO1p
185,,HIGHEST IN THE ROOM,,,,1,Travis Scott,48161108,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
186,,"10,000 Hours (with Justin Bieber)",,,,5,Dan + Shay,26054266,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
187,,Bandit (with YoungBoy Never Broke Again),,,,17,Juice WRLD,15831557,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
188,,Cry for Me,,,,57,Camila Cabello,8248479,https://open.spotify.com/track/40nPimvmG05WYS7983bawZ
189,,Popopop,,,,87,Gambi,6796759,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM
190,,Outnumbered,,,,93,Dermot Kennedy,6418867,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE
191,,Playing Games (with Bryson Tiller) - Extended Version,,,,115,Summer Walker,5870206,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA
192,,Nice To Meet Ya,,,,125,Niall Horan,5650378,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
193,,Berlin lebt wie nie zuvor,,,,140,Capital Bra,5447434,https://open.spotify.com/track/2pfio0uHpT4USTPBNeTIWo
194,,Jopping,,,,143,SuperM,5421847,https://open.spotify.com/track/5WrEilrRI5cIW0DxMvQYPZ
195,,Come Thru (with Usher),,,,157,Summer Walker,5084823,https://open.spotify.com/track/3TTMUI5dFcbeNSDTTDY9M8
196,,AYA,,,,169,Murda,4848177,https://open.spotify.com/track/4IJEw3fDvS6XF4sDc3bvjK
197,,BUTTERFLY EFFECT,,,,175,Travis Scott,4720207,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
198,,Ballin' (with Roddy Ricch),,,,193,Mustard,4502740,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
199,,Drip Too Hard (Lil Baby & Gunna),,,,194,Lil Baby,4502721,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
200,,Under Pressure - Remastered,,,,195,Queen,4498761,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
201,,Closer,,,,199,The Chainsmokers,4469463,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
183,,BOP,,,,32,DaBaby,11521426,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
184,,Writing on the Wall (feat. Post Malone & Cardi B),,,,48,French Montana,9534436,https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI
185,,VIBEZ,,,,53,DaBaby,9002968,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
186,,Qué Pena,,,,77,Maluma,7253445,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
187,,Si Te Vas,,,,80,Sech,7072642,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
188,,Honda Civic,,,,81,The Cratez,7069221,https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud
189,,Lonely (with Jonas Brothers),,,,95,Diplo,6538741,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya
190,,Fantasias,,,,105,Rauw Alejandro,6193728,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
191,,RAW SHIT (feat. Migos),,,,111,DaBaby,6058728,https://open.spotify.com/track/1CCDIow4pPYyJYzhtTUYz2
192,,Chicken Noodle Soup (feat. Becky G),,,,114,j-hope,5933462,https://open.spotify.com/track/6wyr4ReB05D9sJB1Rsmcqo
193,,TOES (feat. Lil Baby & Moneybagg Yo),,,,127,DaBaby,5688934,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
194,,Good Thing (with Kehlani),,,,168,Zedd,4923363,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU
195,,VALENTINO,,,,179,24kGoldn,4778770,https://open.spotify.com/track/0c7K73roy6RW4ebDkf4yGh
196,,Fabergé,,,,181,RIN,4744995,https://open.spotify.com/track/7lnQCEtaDJeMZN75siSxLc
197,,i love you,,,,185,Billie Eilish,4692998,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
198,,Trampoline (with ZAYN),,,,186,SHAED,4692474,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
199,,Stuck In A Dream (feat. Gunna),,,,188,Lil Mosey,4669552,https://open.spotify.com/track/5hDAT527wXWNBnJlujhuUs
183,,Memories,,,,29,Maroon 5,13311859,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
184,,110,,,,35,Capital Bra,11726688,https://open.spotify.com/track/5sdQ7VUx6GOfsRoSxnK1YG
185,,200 km/h,,,,69,Apache 207,7591803,https://open.spotify.com/track/2wvLtM25eMpHK7hkidqte2
186,,INTRO,,,,78,DaBaby,7056413,https://open.spotify.com/track/05WepN8vrMLJG5r8XRdLeL
187,,Quizás,,,,103,Rich Music LTD,6188647,https://open.spotify.com/track/4AjWbAwRpxk2worpjNH5CS
188,,Ronin,,,,108,Bushido,6053873,https://open.spotify.com/track/2l2UsmkfgmRC6fIDwwsiNM
189,,Summer Cem (feat. Luciano),,,,109,Summer Cem,6047678,https://open.spotify.com/track/3QIrkRSTz3yPd44HzN6qJr
190,,Feelings,,,,113,Lauv,5913532,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ
191,,No Te Debí Besar,,,,150,C. Tangana,5238187,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf
192,,Adriana,,,,154,RAF Camora,5215875,https://open.spotify.com/track/4G3gFk4oyvt8klQEVJBzea
193,,Feel Special,,,,157,TWICE,5077884,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj
194,,September,,,,164,"Earth, Wind & Fire",4986728,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ
195,,SLOW DANCING IN THE DARK,,,,181,Joji,4639417,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
196,,Cuerpo en Venta,,,,182,Noriel,4616032,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
197,,Heartless (feat. Morgan Wallen),,,,195,Diplo,4495397,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
198,,Murder On My Mind,,,,197,YNW Melly,4452579,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
199,,Wonderwall - Remastered,,,,199,Oasis,4433332,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
185,,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),,,,3,Ariana Grande,32667288,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
186,,Graveyard,,,,31,Halsey,13583667,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
187,,Soltera - Remix,,,,41,Lunay,11669622,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
188,,Behind Barz - Bonus,,,,74,Drake,7127006,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
189,,Camelot,,,,75,NLE Choppa,7093301,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
190,,Que Calor (feat. J Balvin & El Alfa),,,,94,Major Lazer,6585424,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
191,,Panini - DaBaby Remix,,,,101,Lil Nas X,6447178,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD
192,,Genick,,,,134,Loredana,5597608,https://open.spotify.com/track/1AGjF8pckOxTGeb5zubyqH
193,,Mood Swings,,,,162,A Boogie Wit da Hoodie,5003703,https://open.spotify.com/track/2xE16muNCmhZwSOv3i1d1H
194,,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",,,,163,Justin Quiles,4982128,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
195,,Photograph,,,,194,Ed Sheeran,4469954,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
196,,Closer,,,,196,The Chainsmokers,4440675,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
197,,Get You The Moon (feat. Snøw),,,,197,Kina,4425342,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
198,,Drip Too Hard (Lil Baby & Gunna),,,,199,Lil Baby,4405555,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
199,,Desconocidos,,,,200,Mau y Ricky,4397008,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
180,,Circles,,,,2,Post Malone,32068232,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG
181,,Norman fucking Rockwell,,,,52,Lana Del Rey,8937691,https://open.spotify.com/track/3RIgHHpnFKj5Rni1shokDj
182,,Babushka Boi,,,,53,A$AP Rocky,8903408,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7
183,,Doin' Time,,,,61,Lana Del Rey,7870328,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX
184,,Graduation (with Juice WRLD),,,,91,benny blanco,6927146,https://open.spotify.com/track/6cjSh516BbrNUs213jDAGm
185,,Shots,,,,107,Lil Tecca,6131471,https://open.spotify.com/track/5xjei7JnROsAzLY2a7RdZU
186,,goosebumps,,,,116,Travis Scott,6014839,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
187,,Cinnamon Girl,,,,125,Lana Del Rey,5880972,https://open.spotify.com/track/2mdEsXPu8ZmkHRRtAdC09e
188,,BUTTERFLY EFFECT,,,,140,Travis Scott,5522873,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
189,,Mariners Apartment Complex,,,,158,Lana Del Rey,5308425,https://open.spotify.com/track/6OG05bPAwUuV3OMvy2Vy1P
190,,Bezerk (feat. A$AP Ferg & Hit-Boy),,,,159,Big Sean,5275170,https://open.spotify.com/track/2B9wgj9XzbJZLty03PRbVo
191,,Love song,,,,162,Lana Del Rey,5187928,https://open.spotify.com/track/5tyMJlMqaggzvuX7TtlrTe
192,,UP IN SMOKE,,,,165,RIN,5126611,https://open.spotify.com/track/01vR5Z7AHinp9D2wu2BNQS
193,,Venice Bitch,,,,171,Lana Del Rey,4976405,https://open.spotify.com/track/3hwQhakFwm9soLEBnSDH17
194,,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",,,,180,Dimelo Flow,4778297,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
195,,Psycho (feat. Ty Dolla $ign),,,,190,Post Malone,4654794,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
196,,F.N,,,,191,Lil Tjay,4643346,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x
197,,The greatest,,,,192,Lana Del Rey,4637597,https://open.spotify.com/track/6ERZ30cRjVWGtVLhczX9aL
198,,Congratulations,,,,197,Post Malone,4543995,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
199,,California,,,,199,Lana Del Rey,4524332,https://open.spotify.com/track/7oTE1KmtU2ml9zBhv9Reao
174,,The Man,,,,7,Taylor Swift,22211263,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
175,,Cruel Summer,,,,16,Taylor Swift,18620281,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
176,,I Forgot That You Existed,,,,20,Taylor Swift,17291991,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN
177,,Paper Rings,,,,26,Taylor Swift,14308256,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR
178,,Miss Americana & The Heartbreak Prince,,,,30,Taylor Swift,13680788,https://open.spotify.com/track/214nt20w5wOxJnY462klLw
179,,I Think He Knows,,,,31,Taylor Swift,13448582,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd
180,,Cornelia Street,,,,35,Taylor Swift,12625774,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a
181,,The Archer,,,,36,Taylor Swift,12605882,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37
182,,London Boy,,,,37,Taylor Swift,12433654,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw
183,,Death By A Thousand Cuts,,,,42,Taylor Swift,11318503,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D
184,,Afterglow,,,,50,Taylor Swift,9957578,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi
185,,False God,,,,52,Taylor Swift,9734393,https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so
186,,Adicto (with Anuel AA & Ozuna),,,,55,Tainy,9452875,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
187,,Soon You’ll Get Better (feat. Dixie Chicks),,,,57,Taylor Swift,9363501,https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr
188,,Teeth,,,,62,5 Seconds of Summer,8459959,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
189,,Daylight,,,,65,Taylor Swift,8345321,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6
190,,It’s Nice To Have A Friend,,,,73,Taylor Swift,7780158,https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm
191,,Nummer 1,,,,114,Capital Bra,6077518,https://open.spotify.com/track/3drwaFqLSEjqzjNRbjap0R
192,,Roller,,,,116,Apache 207,6038305,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo
193,,NO HALO,,,,149,BROCKHAMPTON,5449702,https://open.spotify.com/track/694vvR5o19xHPhhJ5QdLN7
194,,hot girl bummer,,,,160,blackbear,5158841,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
195,,Fuck it I love you,,,,161,Lana Del Rey,5155803,https://open.spotify.com/track/28aEiMfveru430xmXhDCy3
196,,I Warned Myself,,,,177,Charlie Puth,4709699,https://open.spotify.com/track/3707IBa4HnS3zDDoWfeUBl
197,,Juice,,,,180,Lizzo,4644120,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
198,,Take Me Back to London (feat. Stormzy),,,,198,Ed Sheeran,4383250,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
199,,SUGAR,,,,199,BROCKHAMPTON,4370779,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
183,,Lover,,,,13,Taylor Swift,19675126,https://open.spotify.com/track/0bzbvANY6oETSJLc0wlVGY
184,,Soltera (Remix),,,,25,Lunay,13672557,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza
185,,"Yo x Ti, Tu x Mi",,,,26,ROSALÍA,12725627,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
186,,Slide Away,,,,31,Miley Cyrus,11820439,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
187,,Motivation,,,,42,Normani,10210474,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
188,,Bad Bad Bad (feat. Lil Baby),,,,46,Young Thug,9588772,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
189,,Baby (Lil Baby feat. DaBaby),,,,67,Quality Control,7412183,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
190,,Won't Be Late (feat. Drake),,,,68,Swae Lee,7391277,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa
191,,Good as Hell,,,,74,Lizzo,7258785,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
192,,Ransom (with Juice WRLD) - Remix,,,,78,Lil Tecca,6994409,https://open.spotify.com/track/5DSfqrLkUHLZ9bW0SS3rVy
193,,Hot (feat. Gunna),,,,88,Young Thug,6670605,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
194,,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",,,,98,Bizarrap,6430495,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
195,,Be Honest (feat. Burna Boy),,,,143,Jorja Smith,5267234,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd
196,,Did It Again,,,,152,Lil Tecca,4990385,https://open.spotify.com/track/01Qb6dN5suQNu87VJ1mIpf
197,,Surf (feat. Gunna),,,,173,Young Thug,4548335,https://open.spotify.com/track/6igOR5QCn09zAVF2ikZjsV
198,,What's the Move (feat. Lil Uzi Vert),,,,185,Young Thug,4420722,https://open.spotify.com/track/3pTScODwk9tggZzmuH6xDY
199,,Te Soñé de Nuevo,,,,199,Ozuna,4280156,https://open.spotify.com/track/7lR4UmEDJ1ngczVX2NiNi4
186,,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),,,,32,Megan Thee Stallion,11079662,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
187,,Small Talk,,,,38,Katy Perry,10226283,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO
188,,Tutu,,,,49,Camilo,9010372,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
189,,All For Us - from the HBO Original Series Euphoria,,,,108,Labrinth,5867659,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
190,,Right Back (feat. A Boogie Wit Da Hoodie),,,,115,Khalid,5713938,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L
191,,No Way!,,,,118,Bazzi,5677700,https://open.spotify.com/track/0yYwS7CXKIPC4kWPvZQfsT
192,,Goteo,,,,146,Duki,4873742,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
193,,Snake Skin,,,,168,Trippie Redd,4564747,https://open.spotify.com/track/1usK5eLBzpQTMwDt8SR2dr
194,,!,,,,182,Trippie Redd,4401357,https://open.spotify.com/track/1qtHdSxiavDgUPZgpGqehx
195,,My Type,,,,185,Saweetie,4359123,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
196,,Bruises,,,,188,Lewis Capaldi,4330893,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
197,,Mac 10,,,,193,Trippie Redd,4302449,https://open.spotify.com/track/2KEux6D75xjj6fdabXpeAu
198,,CANGURO,,,,195,WOS,4294888,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX
199,,Congratulations,,,,200,Post Malone,4237345,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
187,,boyfriend (with Social House),,,,3,Ariana Grande,31301265,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
188,,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",,,,39,Lauv,10638186,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
189,,Si Se Da - Remix,,,,119,Myke Towers,5671712,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
190,,Eiskalt,,,,138,Loredana,5234226,https://open.spotify.com/track/52UVKsw31NTOCTNPTpwbFJ
191,,Atrévete,,,,146,Nicky Jam,5043608,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50
192,,How Bout Now,,,,165,Drake,4700841,https://open.spotify.com/track/4n4BflhWjCHIxrI4v7Xt9s
193,,Love Me,,,,170,Lil Tecca,4642118,https://open.spotify.com/track/7Aem1fAapTdGcHwAYyQYU4
194,,The Motion,,,,173,Drake,4590009,https://open.spotify.com/track/3t8pnImpBpOwxdtYBpKvA9
195,,Trust Issues,,,,179,Drake,4517847,https://open.spotify.com/track/4Wjhj0WjkyECccfHVIgaTq
196,,Get You The Moon (feat. Snøw),,,,187,Kina,4408182,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
197,,Dreams Money Can Buy,,,,196,Drake,4321201,https://open.spotify.com/track/1qyFlfPREPbRcS2BNszdYI
198,,Tap (feat. Meek Mill),,,,199,NAV,4298159,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
199,,Ella Quiere Beber - Remix,,,,200,Anuel AA,4293347,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
182,,Otro Trago - Remix,,,,11,Sech,20076277,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
183,,Loco Contigo (feat. J. Balvin & Tyga),,,,12,DJ Snake,18334846,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
184,,Takeaway (feat. Lennon Stella),,,,30,The Chainsmokers,12667051,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
185,,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,,,,48,Lil Nas X,9920697,https://open.spotify.com/track/6woeVu3fVMflqen1t4N6pg
186,,Gold Roses (feat. Drake),,,,58,Rick Ross,8489195,https://open.spotify.com/track/4aPB8rSxGFISs0o6V2LrTy
187,,Hot Shower,,,,65,Chance the Rapper,7831991,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
188,,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",,,,103,DJ Snake,6328802,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
189,,Bellacoso,,,,108,Residente,6169627,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S
190,,Do You Remember,,,,152,Chance the Rapper,5052724,https://open.spotify.com/track/67xBtV07CC73eFw7z5oCvU
191,,Baila Conmigo (feat. Kelly Ruiz),,,,162,Dayvi,4822103,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
192,,Leave Me Alone,,,,167,NF,4754698,https://open.spotify.com/track/3EtyEzMpfKSaoVhPunvbRV
193,,All Day Long,,,,172,Chance the Rapper,4674004,https://open.spotify.com/track/1g3ErLqysBJ5EIGdYYMWFZ
194,,La Boca - Remix,,,,178,Mau y Ricky,4605291,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
195,,RNP (feat. Anderson .Paak),,,,183,YBN Cordae,4557573,https://open.spotify.com/track/5lw8Mgb4LyhriPIC86gV6e
196,,Nummer,,,,187,Ufo361,4462744,https://open.spotify.com/track/7HCTUZPqclRvsiefXWwyFz
197,,"Fuego (with Sean Paul & Anitta, feat. Tainy)",,,,191,DJ Snake,4426272,https://open.spotify.com/track/660eekzsNZ7sdATvfIsAkR
198,,All of Me,,,,195,John Legend,4406811,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
199,,I'm Yours,,,,200,Jason Mraz,4365850,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
182,,China,,,,8,Anuel AA,20707036,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
183,,How Do You Sleep?,,,,9,Sam Smith,20565888,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
184,,Loco Contigo,,,,10,DJ Snake,18602563,https://open.spotify.com/track/1fBXSMOusjaj7GjzErHmUI
185,,MOOD 4 EVA (feat. Oumou Sangaré),,,,62,Beyoncé,8226052,https://open.spotify.com/track/7oqftogUN82Q7VNy2TmTJW
